구분,QA
데이터 분석 프로젝트 관리,"필수로 필요로 하는 준비사항 알려주시면 감사하겠습니다.안녕하세요. 김동준 에이블러님. 

github.com 회원가입하시고, vscode로 실습환경 셋팅 준비하셔서 참여하시면 됩니다.

추가적인 문의사항은 1:1로 문의주세요.
감사합니다."
데이터 분석 프로젝트 관리,"푸쉬가 안되면서 다른것들도 오류가 나서 넘어가지 못하고 있습니다.ㅠㅠ안녕하세요 이재범 에이블러님.

어떻게 실행하셨고 어떤 오류가 발생하는지
캡처 사진과 함께 다시 문의 부탁드립니다.

감사합니다."
데이터 분석 프로젝트 관리,"알려 주신대로 바로 푸쉬작업을 해도 진행이 안되서 다음을 못넘어가고 있습니다.ㅜㅜ안녕하세요 이재범 에이블러님.

어떻게 실행을 하셨고 어떤 오류가 발생하는지
첨부파일과 함께 다시 문의 올려주시길 부탁드립니다.

감사합니다."
데이터 분석 프로젝트 관리,"수업 중에서 원격 추가를 해서 작업을 해야 하는데 원격 추가를 하는데 있어서 추가가 안되고 있습니다안녕하세요 박상렬 에이블러님

아래 링크로 원격지원 요청하시면 도움드리겠습니다.
원격지원 링크 : https://113366.io/wv/p/889695

감사합니다."
데이터 분석 프로젝트 관리,"깃에서 init이 새로운 로컬 저장소를 만드는 거라고 생각하면 될까요...?안녕하세요, 박지현 에이블러님.

네, 그렇습니다.  init은 로컬에서 작업할 때 Git repository (저장소) 를 초기화하기 위해, 즉 새로운 Git repository를 생성하기 위해 사용하는 명령어입니다.

감사합니다."
데이터 분석 프로젝트 관리,"$ git push --set-upstream origin master 
입력후 아래에 나온 값입니다.
fatal: unable to access 'https://github.com/jeabeom/kt-aivle.git gir/': URL using bad/illegal format or missing URL안녕하세요 이재범 에이블러님.

직접 보시면서 해결하는 게 빠를 것 같아 링크 첨부해 드립니다.

사이트에 상세히 설명이 나와있으니 그대로 따라서 실행하시면 됩니다!

https://breakcoding.tistory.com/61

감사합니다!"
데이터 분석 프로젝트 관리,"터미널에서 마지막에 ' . '을 입력하는 것이 현재의 디랙토리(파일)을 의미하는 것이기에, clone을 실행할 때 마지막에 ' . ' 을 입력하면 새로 파일이 만들어지는 것이 아닌 현재 열려있는 파일에 그대로 복사되는 것이라 이해했는데 맞을까요?
또, ' . '는 주로 어떤 상황에서 사용되나요?

매번 감사합니다!안녕하세요 이수진 에이블러님;)

. 현재 새로 만들어진 모든 파일을 저장할 대상을 지정한다라는 뜻입니다.
원격 저장소에서 모든 것을 다 가져와라 라는 뜻입니다.

.은 전체를 지정할 때 씁니다:)"
데이터 분석 프로젝트 관리,"안녕하세요 이재범 에이블러님.

직접 보시면서 해결하는 게 빠를 것 같아 링크 첨부해 드립니다.

사이트에 상세히 설명이 나와있으니 그대로 따라서 실행하시면 됩니다!

https://breakcoding.tistory.com/61

감사합니다!

이렇게 답변을 주셨는데 여기서 제 주소를 추가를 해서 해야 되는건가요...
제가 아직 초보라 많이 모릅니다......ㅠㅠ
아니면 정말 죄송한데 원격은 안되는건가요??ㅜㅜ안녕하세요 이재범 에이블러님.

인터넷으로 해당 사이트에 들어가시면 해결 방법이 나와 있습니다.

주소를 복사 후 인터넷 주소창에 붙여넣기 하시면 됩니다.

감사합니다."
데이터 분석 프로젝트 관리,"# -*- coding: utf-8 -*-
n,m = map(int,input().split())
# 크기
array1 = []
array2 = []
b=n*2
# 색종류가 두개가 주어짐
for i in range(b):
  array1.append(list(input().split()))
  
for j in range(0, n):
    if(array[j][0] == R and array[j+n][0] == R):
print(array[0], array[n])


여기까지 작성했는데... 저 색깔 조합을 어떻게 더 해야할지 모르겠어요...
문자를 정수로 바꿔서 연산 후 다시 문자로 바꿔야 하는 건지와
그러면 데이터 프레임의 갯수는 알 수가 없는데 어떻게 지정 해야 하는지가 궁금합니다..!안녕하세요 심민수 에이블러님:)

색깔 조합에서는 여러가지 방법이 있습니다.
if문을 통해서  조건을 정해 둔 상태로 결과를 새로운 배열에 넣는 방법,
딕셔너리 key를 집합 자료형으로  두고 value에는 색조합 결과로 딕셔너리를 만들어서
참조하는 방법도 있을 것 같습니다. 집합자료형은 순서가 없기 때문에 ex)R G 와 G R이 같습니다.
이외에도 문제를 푸는 방법은 여러가지 입니다."
데이터 분석 프로젝트 관리,"안녕하세요. 3425번 문제 관련하여 질문 드리고 답변까지 받았었는데, 다시 질문 드리고자 문의 남깁니다.

[이전 질문 내용]
문제에서 주어진 것처럼 정답이 출력되도록 코드를 작성하였고, 다양한 예시들을 넣었을 때, 옳은 정답들이 나옴을 확인했습니다. 
혹시 체크하지 못한 예외의 경우를 고려해 다양한 입력값들을 넣었고, 옳은 정답이 나오는 것으로 확인되지만, 채점 결과 일부 케이스에 대해 fail이 뜹니다.
주어진 문자열에서 x 앞의 문자(o, g)에 따라 x를 g 또는 o로 대체하여 섬의 개수를 세는 방법을 사용하였는데, 제가 어느 부분을 놓친 것인지 궁금하여 질문드립니다. 감사합니다.

(도움이 되실까 하여 코드 첨부하겠습니다..)
s = input()
ss = s
for i in range(len(s)):
    if s[i] == 'x':
        if s[i-1] == 'o':
            s = s[:i] + 'g' + s[i + 1:]
        elif s[i-1] == 'g':
            s = s[:i] + 'o' + s[i + 1:]
            
ss = ss.replace('x', 'o')
                
ss_len = 0
s_len = 0

for i in range(len(s)-1):
    if (s[i] == 'o') & (s[i + 1] == 'g'):
        s_len += 1
        
for i in range(len(ss)-1):
    if (ss[i] == 'o') & (ss[i + 1] == 'g'):
        ss_len += 1
print(ss_len)
print(s_len)

[답변]

답변내용
안녕하세요 최민주 에이블러님:)

끝에서 og로 끝나는 경우를 생각하셔야 할 것 같습니다.
og로 끝나게되면  섬이 아니기 때문입니다.


이런 답변을 주셨는데, 문제에는 ""지도의 첫 문자와 마지막 문자는 'o'(바다)임을 보장합니다. "" 라고 명시되어 있어 답변 주신 내용은 예외 경우가 아닌 것으로 생각됩니다. ㅜㅜ  
이전 질문 내용과 같이 답변 주셨던 경우 이외에 제가 캐치 하지 못한 부분이 있는지..다시 여쭤보고 싶어 문의 드립니다..ㅠㅠ 감사합니다:)안녕하세요 최민주 에이블러님:)

최솟값에서 코드가 잘못된 것 같습니다.
현재 코드에서는 x를 전부다 o로 바꾸는 것으로 되어 있습니다.

ex) ogxxxxgo
현 코드 -> ogoooogo -> 2개
답 -> oggggggo ->1개

문의 주신 질문에 도움이 되셨으면 좋겠습니다:)"
데이터 분석 프로젝트 관리,"안녕하세요 튜터님, 항상 친절한 답변에 감사드립니다. 3389번 문제에 관해 추가문의 드립니다.
앞서 문제에 관해 질문드렸을 때, ""p보다 높은 점수를 받는 케이스에 대해 상을 주지 못한다고 판단하고 p보다 작은 수 중 최대 값을  출력하도록 의도하셨다""고 답변해 주셨습니다.

여기서 P보다 작은 수 에서 P란 ""주어진 학생들의 점수""의 최댓값으로 이해하고 코딩했지만 틀렸습니다. 제가 잘못 이해한걸까요? 위의 문장이 이해가 가지 않아 조금 더 자세하게 설명해 주실 수 있는지, 추가 질문 드립니다. 감사합니다.안녕하세요. 박지윤 에이블러님.
늘 열정적인 질문 감사합니다.

해당 문제에서 P란 시험에서 학생들이 충족했을 때 상을 받을 수 있는, 즉 ""포상의 기준이 되는 점수""입니다.
그리고 문제에서 구하라고 요구한 P는 'K명 이하의 학생에게 상을 주면서 가능한 한 많은 학생들이 상을 받을 수 있는 최댓값'이라는 조건을 부합해야 합니다.

따라서
ex) 5 3
100 100 100 100 100 
=> 출력 99
의 경우

""포상의 기준이 되는 점수""(100)보다 높은 점수를 받는 케이스에 대해 상을 주지 못한다고 판단하고,
""포상의 기준이 되는 점수""(100)보다 작은 수 중 최댓값(99)을 출력하도록 의도하셨다.

라고 이해하시면 되겠습니다.

더 궁금하신 점이 있다면 질문 주세요.
감사합니다."
데이터 분석 프로젝트 관리,"#3413. 자동차 번호판//질문하기

num =int(input())
def digit(num):
    return list(map(int, str(num)))
x=digit(num)
if (x[0]+x[1] ==x[2]+x[3]) or (x[0]+x[2]==x[1]+x[3]) or (x[0]+x[3] ==x[1]+x[2]):
    print('YES')
    
else:
    print('NO')

-----------------------------------------------
다음과 같이 코드를 작성하였습니다 1개의 fail이 나오는데 
조건이 하나가 빠진거라 생각하면 될까요?
답변주시면 감사하겠습니다!안녕하세요 오수민 에이블러님.

해당 코드 확인해본 결과,
0으로 시작되는 번호를 입력하면 오류가 발생하고 있습니다.

이를 고려하여 다시 작성해 보시길 바랍니다.

감사합니다."
데이터 분석 프로젝트 관리,"3389. '커트라인 정하기' 문제의 출력값 설명을 보면 '상을 받을 수 있는 학생이 없을 수도 있다' 라고 나와있습니다. 그러나 상을 받을 수 있는 학생이 없는 경우의 출력 예시가 나와 있지 않아 해당 경우를  어떻게 처리해야 할지 모르겠습니다. 해당 경우의 출력 예시를 알 수 있을까요?안녕하세요 지승호 에이블러님.

출력값 설명을 보시면,
1) K명 이하의 학생에게 상을 주면서 가능한 한 많은 학생들이
2) 상을 받을 수 있게 하는 커트라인 중 가장 큰 것을 출력하세요.
3) 이때, 상을 받을 수 있는 학생이 없을 수도 있다는 사실에 유의하세요.
라고 되어있습니다.

가장 최상의 결과는, K명이 상을 받을 수 있는 커트라인을 정하는 것 입니다.
하지만 입력된 점수들에 따라 K명을 못 채울 수도 있기 때문에 1) 설명처럼
'K명 이하' 라고 되어있는 것입니다.

예를 들어
5 3
100 100 100 100 100
을 입력했다고 가정해 보겠습니다.

문제의 조건에 따라, 3명 이하의 학생이 상을 받을 수 있는 커트라인을 정해야 하는데,
5명의 점수가 같으면 전부 다 받거나, 아예 못 받거나 두 가지 경우로 나뉘게 됩니다.
이럴 때에 아예 못 받는 경우. 즉, 상을 받을 수 있는 학생이 없을 경우가 되는 것입니다.

이러한 경우에 출제자는 ""모두 p보다 높은 점수를 받는 케이스에 대해
상을 주지 못한다고 판단하고, p보다 작은 수 중 최대 값을 출력""하도록
의도하였습니다.

위와 같은 경우에는 99가 출력되어야 하는 것 입니다.

감사합니다."
머신러닝,"float(input().split('s')[0])
map(int,input().split())
list(input().split())
int(input()) 

이렇게 3개가 제가 코딩마스터스를 풀면서 input할 때 쓴 함수 들인데요.

이 각각의 함수들의 쓰임새의 차이와
이 외에도 코딩 마스터스에서 자주 쓰는 입력 or 출력 함수들이 있다면 배우고 싶습니다!



추가로 if (1&lt;=A&lt;=1000000000 and (x[-1]==0 or x[-1]==5)):는 제가 if에서 써본 것인데
A가 저범위에 들어오면서 리스트 x의 마지막 원소가 0or5가 되면! 이라는 조건을 걸고 싶은데
틀린 부분이 있다면 가르쳐주세요!안녕하세요 심민수 에이블러님.

1) float(input().split('s')[0])
2) map(int,input().split())
3) list(input().split())
4) int(input()) 

1) 입력문은 입력값을 's'를 기준으로 나눈 후 제일 앞의 수를 반환합니다.
예를 들어
0s0.1s .2s 이라고 입력했을 때 0을 반환해 0.0이 되는 것입니다.
float(input().split('s')[1])
는 s'를 기준으로 나눈 후 두번째 수를 반환합니다.
0s0.1s라고 입력했을 때 0.1을 반환하는 것입니다.

2) 입력문은 공백을 기준으로 입력되는 여러 값들을 여러 변수에 동시에 저장할 때 사용합니다.
a, b = map(int,input().split()) 를 실행하고 1 2를 입력하면
a에는 1이, b에는 2가 저장됩니다.

3) 입력문은 공백을 기준으로 입력되는 여러 값들을 리스트로 저장할 때 사용합니다.
a = list(input().split()) 를 실행하고 1 2 3 4 5 를 입력하면
a = ['1', '2', '3', '4', '5'] 가 됩니다.

파이썬에서 자주 쓰는 입력 함수로는 위의 input과 readline이 있습니다.

input에 대한 활용법은
https://hkim-data.tistory.com/32
여기를 참고하시면 되고

readline에 대한 활용은
https://velog.io/@yeseolee/Python-%ED%8C%8C%EC%9D%B4%EC%8D%AC-%EC%9E%85%EB%A0%A5-%EC%A0%95%EB%A6%ACsys.stdin.readline
여기를 참고하시면 됩니다.

input과 readline에 대한 차이점은 아래 사이트에 자세히 나와 있습니다.
https://buyandpray.tistory.com/7

출력은 print만 쓰면 됩니다.

추가로 질문하신 부분은, 맞게 쓰신 것 같습니다.

감사합니다."
머신러닝,"제 풀이 입니다.

import sys
N = int(input())
c = 0
d = 0
if(1&lt;=N&lt;=10):
    for i in range(1, N+1):
        a, b = map(int, input().split())
        if(a == 1):
            if(b==1):
                c=c
                d=d
            elif(b==2):    
                c=c
                d=d+1
            else:
                c=c+1
                d=d
        elif(a == 2):
            if(b==2):
                c=c
                d=d
            elif(b==3):    
                c=c
                d=d+1
            else:
                c=c+1
                d=d        
        elif(a == 3):
            if(b==3):
                c=c
                d=d
            elif(b==1):    
                c=c
                d=d+1
            else:
                c=c+1
                d=d      
print(c,d)


근데 if문을 여러개 전개하는 과정이 너무 길어서 혹시 더 짧게할 수 있는 방법이 있다면 배우고 싶습니다.안녕하세요 심민수 에이블러님.

해당 문제는 에이블러님께서 풀이하신 방식으로
if문을 각각 전개해 풀이하는 것이 맞습니다.
다만 조금은 더 줄일 수 있을 것 같아 설명드리겠습니다.

1)        if(a == 1):
2)            if(b==1):
3)                c=c
4)                d=d
5)            elif(b==2):    
6)                c=c
7)                d=d+1
8)            else:
9)                c=c+1
0)               d=d

이 부분을 예로 설명을 드리면,
2)줄부터 4)줄까지는 c나 d의 값 변화가 전혀 없습니다.
없어도 되는 부분인 것입니다.

마찬가지로, 6)줄, 0)줄도 아무런 연산을 하지 않으므로 쓸 필요가 없습니다.
이를 통해 위 코드를 줄여보면,

    if(a == 1):
        if(b == 2):
            d += 1
        elif(b == 3):
            c += 1
로 10줄에서 5줄까지 줄일 수 있습니다.
같은 방법으로 a == 2일때, a == 3일때까지 적용하면 더 줄이실 수 있습니다.

감사합니다."
머신러닝,"# -*- coding: utf-8 -*-
import sys
N = int(input())
k = list(str(N))
k = k.count('3')
if(1&lt;=N&lt;=1000):
    if(k==0):
        print(N)
    else:
        print(""clap""*k) 

제가 푼 답입니다.
오류는 없고 case4, 6에서 Failed가 발생하는데 어디가 문제를 일으키는지 잘 모르겠습니다 ㅠㅠㅠㅜ안녕하세요 심민수 에이블러님.

3372번은 3, 6, 9 게임을 코드로 구현하라는 문제입니다.

에이블러님께서 풀이하신 코드를 보면
3이 들어갈 때에만 박수를 치도록 코드가 짜여져 있습니다.

3뿐만 아니라 6, 9가 들어가 있을 때에도 고려하여 코드를 작성하셔야 합니다.

참고로
if(1<=N<=1000):
이 if문은 안쓰셔도 됩니다.

문제에 입력값 설명에 (1 ≤ N ≤ 1,000) 때문에 작성하신 듯 한데,
저 말은 (1 ≤ N ≤ 1,000) 조건을 추가하라는 것이 아닌
코드를 채점하는 데 입력되는 값들의 범위가 (1 ≤ N ≤ 1,000) 라는 것이니
위에 저 if문은 있으나 마나 한 코드인 것입니다.

감사합니다."
머신러닝,"안녕하세요. 3421번 문제 관련하여 질문드립니다..

문제에서 주어진 것처럼 올바른 정답을 출력하기 위해 코드를 짜보았는데, 실제 다양한 예제들을 입력해 보았을 때는 옳은 정답이 나오지만 채점을 하면 일부 fail이라는 결과가 나옵니다.

손님마다 각각 주어진 입장, 퇴장 시간들을 모두 초로 변환하였고, 이 시간들을 각각 비교해 각 손님의 입장시간이 다른 손님의 입장과 퇴장시간 사이에 있을때마다 +1씩 카운팅하였습니다. 최종 결과 이 카운팅 수가 주어진 최대 수용 인원수 보다 작은 손님들을 수를 세어 최종 출력하는 방식을 활용하였습니다. 

한 손님의 퇴장시간과 다른 손님의 입장시간이 같은 경우도 입장이 가능하게 처리하였는데, 제가 놓친 예외 사항이 있는지.. 아니면 제가 생각한 방식에 잘못된 부분이 있는지...여쭙고 싶어 문의 남깁니다.. 갑사합니다:)


n, m = map(int, input().split())

s = []

for _ in range(m):
    a = list(input().split())
    s.append(a)
    
for i in range(m):
    s[i][0] = int(s[i][0][0:2]) * 3600 + int(s[i][0][3:5]) * 60 + int(s[i][0][6:8])
    s[i][1] = int(s[i][1][0:2]) * 3600 + int(s[i][1][3:5]) * 60 + int(s[i][1][6:8])


answer = []
for i in range(len(s)):
    result = 0
    for j in range(len(s)):
        if (s[i][0] in range(s[j][0], s[j][1])):
            result += 1
    answer.append(result - 1) # 본인이 포함된 경우 제외
    
result2 = 0

for i in range(len(answer)):
    if answer[i] &lt; n:
        result2 += 1
        
print(result2)안녕하세요. 최민주 에이블러님

현재 코드에서는 어떤 손님의 방문시간이 다른 손님이 머무른 시간과 겹치는 수를 판단해서 카페에 들어갈 수 있는지 아닌지를 판단하고, 들어갈 수 있는 손님의 수를 세서 정답을 찾고 있습니다.

접근 방식은 좋았으나 고려하시지 않은 부분이 하나 있습니다.
현재 방식에서는 방문을 했으나 카페가 꽉 차서 방문을 포기한 손님조차도 카페에 머무르고 있는 것처럼 판단되어 그 이후에 다른 손님이 방문을 시도했을 때, 카페가 비어있는데도 못 들어가는 상황이 발생합니다.

예시 사진도 올려놨으니 이를 고려하셔서 코드를 다시 작성해보시길 바랍니다.

감사합니다."
머신러닝,"k = int(input())
l = [3,5,17,257,65537,3*5,3*17,3*257,3*65537,5*17,5*257,5*65537,17*257,17*65537,257*65537,
    3*5*17, 3*5*257, 3*5*65537, 3*17*257, 3*17*65537, 3*257*65537, 5*17*257, 5*17*65537,5*257*65537, 17*257*65537,
    3*5*17*257, 3*5*17*65537, 3*5*257*65537, 3*17*257*65537, 5*17*257*65537]

이렇게 하다가 뭔가 아닌 것 같아서
오일러 소수끼리 만들어 낼 수 있는 모든 쌍 5c1+5c2+5c3+5c4+5c5을 어떻게 하면
코딩으로 간단히 표현할 수 있을까요??

그리고 l에 있는 요소들을 한 번씩 2^n으로 곱해서 반환해주려면 어떻게 표현해야 할까요??
예를 들어서 2*(2^2), 2*(2^3) , 3*(2^2)이런 식으로요..!안녕하세요 박지현 에이블러님:)

조합은 itertools 모듈을 이용하시면 됩니다.

i 요소를 변환한 값을 리스트에 내포하시고 싶다면)
arr = [2*i for i in range()] 처럼 리스트에 for문을 내포하면 됩니다

문의 주신 질문에 도움이 되셨으면 좋겠습니다."
머신러닝,"# -*- coding: utf-8 -*-
import sys

a = int(sys.stdin.readline())
b = int(sys.stdin.readline())

answer = 42195 - a

print(answer)

3352 마라톤 문제에 대해서 위와 같이 코드를 작성했는데, 왜 실행을 시켜도 계속 돌기만 하고 채점 결과도 다 실패일까요..?

더불어 매번 감사합니다!안녕하세요 임상언 에이블러님!

a와 b를 입력받으시고 있는데
해당문제는 입력값을 한번 받으셔야 합니다.
b = int(sys.stdin.readline()) 을 지우시고 다시 진행해보시길 바랍니다."
머신러닝,"만약
각각 결측치가 하나씩 있는 경우를 제외하고
Ozone  열에도 Solar.R  열에도 결측치있는 행을 제거하는 경우는 어떻게 하나요?

결측치가 하나씩 있는 경우를 제외하고
결측치가 중복된 열을 제거하는 방법이 궁금합니다.안녕하세요 전정민 에이블러님:)

그때는 dropna에 행 옵션을 넣지 않은 상태에서 실행해 주시면 됩니다:)"
머신러닝,"안녕하세요! 3436번. 슬라이딩 퍼즐 문제 관련하여 질문드립니다.
우선 3줄에 걸처 1~8까지의 숫자와 빈칸 X를 공백없이 입력하는 것으로 이해하고 코드를 작성하였습니다.

from collections import deque

# 초기 퍼즐 상태
init = """"
for _ in range(3):
    init2 = input()
    init += init2

# 이동된 상태 저장
de = deque()
de.append(init)

# 이동된 상태, 이동횟수 저장
cnt = dict()
cnt[init] = 0

# 상, 하, 좌, 우
dx = [0, 0, 1, -1]
dy = [1, -1, 0, 0]


while de:
    sol = de.popleft()  # 현재 배열 상태 
        
    p = sol.find('X')
    x, y = p//3, p%3  # 3x3 행렬에서의 행, 열 위치 출력
    
    for i in range(len(dx)):
        xx = x + dx[i]
        yy = y + dy[i] # 빈칸이 상, 하, 좌, 우로 이동
        
        if (0 &lt;= xx &lt; 3) and (0 &lt;= yy &lt; 3):
            pp = xx * 3 + yy  # 9자리수 문자열에서의 이동할 위치
            s = list(sol)  # 현재 배열, 9자리수
            s[pp], s[p] = s[p], s[pp] # 빈칸과 이동할 자리의 수 위치 변경
            s = """".join(s)
            
            if not cnt.get(s): # 현재 cnt 딕셔너리에 이동 완료한 배열에 대응하는 value 값이 없는 경우
                de.append(s) # 이동한 상태를 저장
                cnt[s] = cnt[sol] + 1 # 이동 횟수에 더하기 1
                
if '12345678X' in cnt:
    print(cnt['12345678X'])
else:
    print(-1)


다음과 같이 코드를 작성하고 예제들을 입력해보며 옳은 정답이 나오는 것으로 확인하였는데
채점 결과 모든 테스트 케이스에서 Fail이라는 결과가 나옵니다. 
제가 어떤 부분에서 잘못 생각한 것인지...코드에서 문제가 있는지 여쭤보고자 문의 남깁니다. 감사합니다:)안녕하세요 최민주 에이블러님.

입력값 설명이 잘못나와 있는 것 같습니다.

아마 에이블러님께서 3줄에 걸쳐 퍼즐이 주어진다고 나와 있어
위와 같이 풀이하신 것 같은데,
2x2 퍼즐로 풀이하시면 모든 테스트 케이스가 통과 될 것 같습니다.

문제의 오류로 혼란을 드린 점 정말 죄송합니다.

감사합니다.
"
머신러닝,"이것의 의미를 정확히 이해하기 힘든데 두 열이 있으면 동일한 의미의 열인데 그것을 drop_first=True로 하면 어떻게 되는 건지 궁금합니다! 그리고 다중공선성의 개념도 한번 더 설명부탁드립니다
!안녕하세요. 홍명환 에이블러님.

다중공선성은 독립변수간에 존재하는 상관관계를 의미합니다.

아래와 같이 예시를 들어 설명 드립니다.
Neighborhood에는 A, B, C 총 3개의 데이터가 있습니다. 이 데이터를 양적 데이터로 바꾸기 위해서 위 그림과 같이 가변수(dummy variables)를 사용하는 것입니다. 먼저 A, B, C column을 만듭니다. A column에는 A가 있는 row만 1, 나머지는 0인 값을 채워 넣습니다. B column에는 B가 있는 row만 1, 나머지는 0인 값으로 채워 넣습니다. C도 마찬가지입니다. 여기서 0과 1은 수치로서 의미가 있지는 않습니다. 단지 A인지 B인지를 구분하기 위한 숫자에 불과합니다. 범주형 데이터를 양적 데이터로 변환한 겁니다. (이를 0, 1 encoding이라고 합니다.) 이렇게 하면 회귀 모형에서 Neighborhood column 대신 A, B, C column을 사용할 수 있습니다.

A, B, C 중 하나의 가변수를 drop해줘야 하는 이유(drop_first = True)
1. column 간 (즉, 독립 변수간) 독립성(independency)을 보장하기 위함입니다.
A, B, C columns 중 하나는 1입니다. A와 B가 0이면 C는 1입니다. 즉, 두 개의 column 값만 알면 나머지 column값이 무엇인지 유추할 수 있습니다. 이는 A, B값이 C의 값에 영향을 준다는 뜻이기 때문에 A, B, C가 서로 독립이 아니라는 뜻입니다. 독립 변수 X는 종속 변수 Y에만 영향을 주어야지 독립 변수끼리 영향을 주면 안 됩니다. A, B, C columns 중 하나를 drop 하면 독립 변수 간의 독립성이 보장됩니다.

추가적인 문의사항은 1:1로 문의해주세요.
감사합니다."
머신러닝,"print(ord('Z')),ord('a')

# title 열 추가
titanic['Name'].str.extract('([A-Za-z])\.+')

어떤 오류가 있어서 title 열 추가가 안되는건지 도움을 바랍니다.안녕하세요, 김은태 에이블러님.

titanic['title']=titanic['Name'].str.extract('([A-Za-z]+)\.')

titanic['title']=로 새로운 열을 추가해주시고, +를 해당 위치에 추가하여 알파벳이 두 글자 이상일 때도 데이터를 가져올 수 있도록 지정해주시기 바랍니다.

감사합니다."
머신러닝,"# NaN 열이 포함된 모든 열(axis=1) 제거
titanic2 = titanic.copy(subset = ['Age'], axis = 0, inplace = True)

    
# 확인
titanic2.isna().sum()

subset이 오류라는데 왜 그런지 알려주세요.안녕하세요, 김은태 에이블러님.



1. NaN 열이 포함된 열을 제거하는 문제를 해결하는 상황에 대해 질문해주신 것 같습니다.

이 때 사용하는 함수는 copy()가 아닌 dropna() 이며, 아래와 같이 사용하시면 됩니다.
titanic2.dropna(axis=1, inplace=True)


2. 그리고 subset이 오류라고 말씀하셨던 부분은

행을 삭제하기 위해 axis=0으로 지정했을 때, 아래와 같이 subset 옵션을 사용하는 것에는 문제가 없으나
titanic2.dropna(subset=['Age'], axis=0, inplace=True)

열을 삭제하기 위해 axis=1로 지정했을 때, 아래와 같이 subset 옵션을 사용하게 되면 오류가 발생한다는 의미입니다.
titanic2.dropna(subset=['Age'], axis=1, inplace=True)

그 이유는, subset이라는 옵션은 애초에 행을 삭제하는 상황에서 결측치가 있는지 검사할 특정한 열을 지정하는 기능을 하기 때문입니다.



감사합니다."
머신러닝,"커밋 할 때 메시지를 v3라고 했는데
메시지를 v4로 바꾸고 싶으면 어떻게 해야 할까요...?

어제 안 알려주셔서 다시 질문합니다.안녕하세요 박지현 에이블러님;)

git commit --amend 를 이용하시면 됩니다:)"
머신러닝,"n,m = map(int,input().split())
# 크기
array1 = []
array2 = []
b=n*2
# 색종류가 두개가 주어짐
for i in range(b):
  array1.append(list(input().split()))
  
for j in range(0, n):
    if(array[j][0] == R and array[j+n][0] == R):
print(array[0], array[n])

여기서 각각의 색깔의 위치를 잡는 거랑, 색이 합쳐졌을 때 어떻게 해야할지 감이 오질 않습니다.
그냥 if문으로 하나하나 넣어주자니 너무 길어져서 이건 답이 아닌 것 같고....ㅠㅠ
도와주세요...ㅠ안녕하세요 심민수 에이블러님:)

두 개의 2차원 배열을 인풋받으시고 두 개의 별을 색을 합치신뒤,
ex) 1 2
       R G
       G R

[[R],[G]]  + [[G],[R]] ->[[R,G],[G,R]]
이렇게 만드시고 

for문과 if문을 통해서 색조합을 해보시면 될 것 같습니다:)"
머신러닝,"sklearn.model_selection은 주로 어떤게 담겨있는 라이브러리 인지 알 수 있을까요?안녕하세요 이휘재 에이블러님.

우선 sklearn.model_selection 은 모듈입니다.
여러 모듈과 패키지가 묶인 것이 라이브러리 입니다.
라이브러리 >= 패키지 >= 모듈
의 느낌으로 생각하시면 됩니다.

sklearn.model_selection 모듈은 학습 데이터와 테스트 데이터 셋을
분리하거나 교차 검증 분할 및 평가, 하이퍼 파라미터 튜닝을 위한
다양한 함수와 클래스를 제공합니다.

제공하는 함수 및 기능들은 아래의 사이트에 자세히 나와있습니다.
https://scikit-learn.org/stable/modules/classes.html#module-sklearn.model_selection

감사합니다.
"
머신러닝,"# 모듈 불러오기
from sklearn.model_selection import train_test_split

# 7:3으로 분리
x_train, x_test, y_train, y_test = train_test_split(x,y, test_size = 0.3, random_state = 2022)

위와 같이 분리를 하는 과정에서 데이터를 지정해주지 않아도 자동으로 분리를 해주는데, 그렇다면 한번에 하나의 회귀분석 작업만을 수행해야 하는 걸까요?안녕하세요. 이휘재 에이블러님.

모델링 코드를 위한 데이터 준비를 위해 아래와 같이 진행합니다.(교안 Page 29)
1. 라이브러리 불러오기
2. 데이터 읽어오기
3. x,y 분리
# target 확인
target = 'medv'
# 데이터 분리
x = data.drop(target, axis=1)
y = data[target]
4. 학습용, 평가용 데이터 분리

모델링 절차상 현재 1/4번 수행하였으며, 절차대로 2,3을 수행하시면 데이터를 기준으로 사용할 알고리즘으로 학습을 수행하게 됩니다. 이에 따른 해당 모델링 예측값과 실제 값을 평가할 수 있습니다.

추가적인 문의사항은 1ㅣ1로 문의해주세요.
감사합니다. 
"
머신러닝,"데이터 타겟 선택하는 기준이 있나요??
무슨 기준으로 타겟을 선정하는 걸까요??안녕하세요. 한희선 에이블러님.

CRISP-DM ? A framework for Data Mining & Analysis에서 비즈니스 이해 및 문제 정의를 통해 우리가 풀어야할 문제를 정의하고, 그에 맞는 feature/Target를 정합니다.

아래와 같이 예시로 설명드립니다.
비즈니스 이해단계 고객 이탈에 영향을 주는 요인은 무엇인가?라는 주제에 대해 아래와 초기 가설 수립을 할 경우 feature/target 예시입니다.
1) x(영향을 주는 요인) : 통화량, 소득수준, 가입기간, 과거 번호 이동 횟수 > feature 해당
2) y(종속변수) : 이탈 여부 > Target에 해당

추가 문의사항은 1:1로 문의주세요.
감사합니다.



"
